Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2020-01-02,152.79115295410156,160.6199951171875,160.72999572753906,158.3300018310547,158.77999877929688,22622100,MSFT
2020-01-03,150.88861083984375,158.6199951171875,159.9499969482422,158.05999755859375,158.32000732421875,21116200,MSFT
2020-01-06,151.27862548828125,159.02999877929688,159.10000610351562,156.50999450683594,157.0800018310547,20813700,MSFT
2020-01-07,149.89927673339844,157.5800018310547,159.6699981689453,157.32000732421875,159.32000732421875,21634100,MSFT
2020-01-08,152.28697204589844,160.08999633789062,160.8000030517578,157.9499969482422,158.92999267578125,27746500,MSFT
2020-01-09,154.18948364257812,162.08999633789062,162.22000122070312,161.02999877929688,161.83999633789062,21385000,MSFT
2020-01-10,153.4759979248047,161.33999633789062,163.22000122070312,161.17999267578125,162.82000732421875,20725900,MSFT
2020-01-13,155.32150268554688,163.27999877929688,163.30999755859375,161.25999450683594,161.75999450683594,21626500,MSFT
2020-01-14,154.22752380371094,162.1300048828125,163.60000610351562,161.72000122070312,163.38999938964844,23477400,MSFT
2020-01-15,155.226318359375,163.17999267578125,163.94000244140625,162.57000732421875,162.6199951171875,21417900,MSFT
2020-01-16,158.0706329345703,166.1699981689453,166.24000549316406,164.02999877929688,164.35000610351562,23865400,MSFT
2020-01-17,158.9552764892578,167.10000610351562,167.47000122070312,165.42999267578125,167.4199981689453,34371700,MSFT
2020-01-21,158.38453674316406,166.5,168.19000244140625,166.42999267578125,166.67999267578125,29517200,MSFT
2020-01-22,157.62350463867188,165.6999969482422,167.49000549316406,165.67999267578125,167.39999389648438,24138800,MSFT
2020-01-23,158.59381103515625,166.72000122070312,166.8000030517578,165.27000427246094,166.19000244140625,19680800,MSFT
2020-01-24,156.9956817626953,165.0399932861328,167.52999877929688,164.4499969482422,167.50999450683594,24918100,MSFT
2020-01-27,154.37017822265625,162.27999877929688,163.3800048828125,160.1999969482422,161.14999389648438,32078100,MSFT
2020-01-28,157.39524841308594,165.4600067138672,165.75999450683594,163.07000732421875,163.77999877929688,24899900,MSFT
2020-01-29,159.84942626953125,168.0399932861328,168.75,165.69000244140625,167.83999633789062,34754500,MSFT
2020-01-30,164.3583984375,172.77999877929688,174.0500030517578,170.7899932861328,174.0500030517578,51597500,MSFT
2020-01-31,161.93270874023438,170.22999572753906,172.39999389648438,169.5800018310547,172.2100067138672,36142700,MSFT
2020-02-03,165.88043212890625,174.3800048828125,174.5,170.39999389648438,170.42999267578125,30107000,MSFT
2020-02-04,171.34068298339844,180.1199951171875,180.63999938964844,176.30999755859375,177.13999938964844,36433300,MSFT
2020-02-05,171.13137817382812,179.89999389648438,184.1999969482422,178.41000366210938,184.02999877929688,39186300,MSFT
2020-02-06,174.6795654296875,183.6300048828125,183.82000732421875,180.05999755859375,180.97000122070312,27751400,MSFT
2020-02-07,174.9269256591797,183.88999938964844,185.6300048828125,182.47999572753906,182.85000610351562,33529100,MSFT
2020-02-10,179.5025177001953,188.6999969482422,188.83999633789062,183.25,183.5800018310547,35844300,MSFT
2020-02-11,175.45010375976562,184.44000244140625,190.6999969482422,183.5,190.64999389648438,53159900,MSFT
2020-02-12,175.7069549560547,184.7100067138672,185.85000610351562,181.85000610351562,185.5800018310547,47062900,MSFT
2020-02-13,174.75567626953125,183.7100067138672,186.22999572753906,182.8699951171875,183.0800018310547,35295800,MSFT
2020-02-14,176.3157501220703,185.35000610351562,185.41000366210938,182.64999389648438,183.25,23149500,MSFT
2020-02-18,178.10409545898438,187.22999572753906,187.6999969482422,185.5,185.61000061035156,27792200,MSFT
2020-02-19,178.6382598876953,187.27999877929688,188.17999267578125,186.47000122070312,188.05999755859375,29997500,MSFT
2020-02-20,175.91026306152344,184.4199981689453,187.25,181.10000610351562,186.9499969482422,36862400,MSFT
2020-02-21,170.3492431640625,178.58999633789062,183.5,177.25,183.1699981689453,48572600,MSFT
2020-02-24,163.0045623779297,170.88999938964844,174.5500030517578,163.22999572753906,167.77000427246094,68311100,MSFT
2020-02-25,160.31472778320312,168.07000732421875,174.83999633789062,167.64999389648438,174.1999969482422,68073300,MSFT
2020-02-26,162.31776428222656,170.1699981689453,173.25999450683594,168.2100067138672,169.7100067138672,56206100,MSFT
2020-02-27,150.88104248046875,158.17999267578125,167.02999877929688,157.97999572753906,163.32000732421875,93174900,MSFT
2020-02-28,154.53431701660156,162.00999450683594,163.7100067138672,152.0,152.41000366210938,97012700,MSFT
2020-03-02,164.81689453125,172.7899932861328,172.9199981689453,162.30999755859375,165.30999755859375,71030800,MSFT
2020-03-03,156.9189453125,164.50999450683594,175.0,162.25999450683594,173.8000030517578,71677000,MSFT
2020-03-04,162.68020629882812,170.5500030517578,170.6999969482422,165.6199951171875,168.49000549316406,49814400,MSFT
2020-03-05,158.59776306152344,166.27000427246094,170.8699951171875,165.69000244140625,166.0500030517578,47817300,MSFT
2020-03-06,154.1146240234375,161.57000732421875,163.11000061035156,156.0,162.61000061035156,72821100,MSFT
2020-03-09,143.66989135742188,150.6199951171875,157.75,150.0,151.0,70419300,MSFT
2020-03-10,153.49459838867188,160.9199981689453,161.02999877929688,152.5800018310547,158.16000366210938,65354400,MSFT
2020-03-11,146.54100036621094,153.6300048828125,157.6999969482422,151.14999389648438,157.1300048828125,56371600,MSFT
2020-03-12,132.64332580566406,139.05999755859375,153.47000122070312,138.5800018310547,145.3000030517578,93226400,MSFT
2020-03-13,151.50106811523438,158.8300018310547,161.91000366210938,140.72999572753906,147.5,92727400,MSFT
2020-03-16,129.1712646484375,135.4199981689453,149.35000610351562,135.0,140.0,87905900,MSFT
2020-03-17,139.80679321289062,146.57000732421875,147.5,135.0,140.0,81059800,MSFT
2020-03-18,133.9214630126953,140.39999389648438,146.0,135.02000427246094,138.0,81593200,MSFT
2020-03-19,136.12489318847656,142.7100067138672,150.14999389648438,139.0,142.77000427246094,85922700,MSFT
2020-03-20,131.01219177246094,137.35000610351562,147.10000610351562,135.86000061035156,146.0,84866200,MSFT
2020-03-23,129.70545959472656,135.97999572753906,140.57000732421875,132.52000427246094,137.00999450683594,78975200,MSFT
2020-03-24,141.4950714111328,148.33999633789062,149.60000610351562,141.27000427246094,143.75,82516700,MSFT
2020-03-25,140.14060974121094,146.9199981689453,154.3300018310547,144.44000244140625,148.91000366210938,75638200,MSFT
2020-03-26,148.9065704345703,156.11000061035156,156.66000366210938,148.3699951171875,148.39999389648438,64568100,MSFT
2020-03-27,142.79232788085938,149.6999969482422,154.88999938964844,149.1999969482422,151.75,57042300,MSFT
2020-03-30,152.83644104003906,160.22999572753906,160.60000610351562,150.00999450683594,152.44000244140625,63420300,MSFT
2020-03-31,150.4327392578125,157.7100067138672,164.77999877929688,156.55999755859375,159.39999389648438,77927200,MSFT
2020-04-01,145.09112548828125,152.11000061035156,157.75,150.82000732421875,153.0,57969900,MSFT
2020-04-02,148.09576416015625,155.25999450683594,155.47999572753906,150.36000061035156,151.86000061035156,49630700,MSFT
2020-04-03,146.7317657470703,153.8300018310547,157.3800048828125,152.19000244140625,155.10000610351562,41243300,MSFT
2020-04-06,157.6439208984375,165.27000427246094,166.5,157.5800018310547,160.32000732421875,67111700,MSFT
2020-04-07,155.946044921875,163.49000549316406,170.0,163.25999450683594,169.58999633789062,62769000,MSFT
2020-04-08,157.5103759765625,165.1300048828125,166.6699981689453,163.5,165.6699981689453,48318200,MSFT
2020-04-09,157.51991271972656,165.13999938964844,167.3699951171875,163.3300018310547,166.36000061035156,51385100,MSFT
2020-04-13,157.87283325195312,165.50999450683594,165.57000732421875,162.3000030517578,164.35000610351562,41905300,MSFT
2020-04-14,165.68490600585938,173.6999969482422,173.75,168.0,169.0,52874300,MSFT
2020-04-15,163.94888305664062,171.8800048828125,173.57000732421875,169.24000549316406,171.1999969482422,40940800,MSFT
2020-04-16,168.87074279785156,177.0399932861328,177.27999877929688,172.89999389648438,174.3000030517578,50479600,MSFT
