Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2020-01-01,130.802001953125,130.802001953125,132.83535766601562,129.1982879638672,129.6306610107422,7935230330,ETH-USD
2020-01-02,127.4101791381836,127.4101791381836,130.82003784179688,126.95491027832031,130.82003784179688,8032709256,ETH-USD
2020-01-03,134.1717071533203,134.1717071533203,134.55401611328125,126.49002075195312,127.41126251220703,10476845358,ETH-USD
2020-01-04,135.06936645507812,135.06936645507812,136.05271911621094,133.04055786132812,134.16851806640625,7430904515,ETH-USD
2020-01-05,136.2767791748047,136.2767791748047,139.4102020263672,135.04562377929688,135.0720977783203,7526675353,ETH-USD
2020-01-06,144.3041534423828,144.3041534423828,144.32818603515625,136.0796356201172,136.3055419921875,9093747121,ETH-USD
2020-01-07,143.5439910888672,143.5439910888672,145.00177001953125,140.48887634277344,144.31199645996094,9257954672,ETH-USD
2020-01-08,141.2581329345703,141.2581329345703,146.8280029296875,138.26820373535156,143.48782348632812,9387194957,ETH-USD
2020-01-09,138.9792022705078,138.9792022705078,141.39398193359375,136.2364044189453,141.15577697753906,7697325348,ETH-USD
2020-01-10,143.96377563476562,143.96377563476562,144.16732788085938,135.52040100097656,138.967041015625,9084816203,ETH-USD
2020-01-11,142.92710876464844,142.92710876464844,146.4809112548828,142.2079620361328,143.4091033935547,9332208590,ETH-USD
2020-01-12,145.87393188476562,145.87393188476562,146.14585876464844,142.7076416015625,143.0325469970703,8528167453,ETH-USD
2020-01-13,144.22659301757812,144.22659301757812,146.79122924804688,142.90713500976562,146.2201385498047,8378529470,ETH-USD
2020-01-14,165.95535278320312,165.95535278320312,167.68154907226562,144.06492614746094,144.2510528564453,16712318373,ETH-USD
2020-01-15,166.23068237304688,166.23068237304688,170.42567443847656,161.109619140625,165.734619140625,15173694057,ETH-USD
2020-01-16,164.39100646972656,164.39100646972656,167.0581512451172,159.7096405029297,166.33282470703125,13735193018,ETH-USD
2020-01-17,170.7799530029297,170.7799530029297,173.0692138671875,162.77560424804688,164.4893798828125,14997091826,ETH-USD
2020-01-18,175.3656768798828,175.3656768798828,178.52877807617188,166.7890167236328,170.7477264404297,14929342256,ETH-USD
2020-01-19,166.9698486328125,166.9698486328125,177.2476348876953,163.67686462402344,175.46759033203125,13713374132,ETH-USD
2020-01-20,167.12051391601562,167.12051391601562,169.11488342285156,162.33160400390625,166.9041290283203,11144529787,ETH-USD
2020-01-21,169.69715881347656,169.69715881347656,169.9101104736328,165.81971740722656,167.0604705810547,9789369362,ETH-USD
2020-01-22,168.29415893554688,168.29415893554688,171.00869750976562,166.77423095703125,169.60853576660156,9209827928,ETH-USD
2020-01-23,162.92855834960938,162.92855834960938,168.31224060058594,160.29531860351562,168.2957000732422,10396868698,ETH-USD
2020-01-24,163.05117797851562,163.05117797851562,164.3094482421875,156.74974060058594,162.8993682861328,10657671162,ETH-USD
2020-01-25,161.283935546875,161.283935546875,163.22723388671875,158.63247680664062,163.06729125976562,8256956802,ETH-USD
2020-01-26,168.0771026611328,168.0771026611328,168.22032165527344,160.2811279296875,161.17681884765625,9261861590,ETH-USD
2020-01-27,170.93089294433594,170.93089294433594,172.92291259765625,166.90109252929688,168.00885009765625,11004476145,ETH-USD
2020-01-28,176.3703155517578,176.3703155517578,176.3703155517578,170.73806762695312,170.88485717773438,11772875064,ETH-USD
