Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2020-01-02,5.971410274505615,5.9977498054504395,5.9977498054504395,5.918000221252441,5.96875,237536000,NVDA
2020-01-03,5.8758320808410645,5.901750087738037,5.9457502365112305,5.852499961853027,5.877500057220459,205384000,NVDA
2020-01-06,5.9004716873168945,5.926499843597412,5.9317498207092285,5.781750202178955,5.808000087738037,262636000,NVDA
2020-01-07,5.971908092498779,5.9982500076293945,6.044250011444092,5.909749984741211,5.954999923706055,314856000,NVDA
2020-01-08,5.983107566833496,6.009500026702881,6.051000118255615,5.953750133514404,5.99399995803833,277108000,NVDA
2020-01-09,6.048819541931152,6.075500011444092,6.148250102996826,6.021500110626221,6.096250057220459,255112000,NVDA
2020-01-10,6.081175804138184,6.107999801635742,6.213749885559082,6.09375,6.1832499504089355,316296000,NVDA
2020-01-13,6.271834373474121,6.299499988555908,6.324749946594238,6.168749809265137,6.191500186920166,319840000,NVDA
2020-01-14,6.154849529266357,6.182000160217285,6.2820000648498535,6.168749809265137,6.256499767303467,359088000,NVDA
2020-01-15,6.1122894287109375,6.139249801635742,6.217249870300293,6.113249778747559,6.19474983215332,263104000,NVDA
2020-01-16,6.195919513702393,6.223249912261963,6.229249954223633,6.16949987411499,6.192999839782715,284192000,NVDA
2020-01-17,6.204631328582764,6.23199987411499,6.25,6.1842498779296875,6.242499828338623,253792000,NVDA
2020-01-21,6.171278476715088,6.198500156402588,6.232250213623047,6.164249897003174,6.195250034332275,217916000,NVDA
2020-01-22,6.225290775299072,6.252749919891357,6.339749813079834,6.224999904632568,6.24399995803833,239240000,NVDA
2020-01-23,6.293737411499023,6.321499824523926,6.329999923706055,6.203750133514404,6.293000221252441,244516000,NVDA
2020-01-24,6.234499454498291,6.26200008392334,6.487500190734863,6.207499980926514,6.4375,373512000,NVDA
2020-01-27,5.978627681732178,6.005000114440918,6.056250095367432,5.805749893188477,5.955999851226807,470536000,NVDA
2020-01-28,6.172025680541992,6.199250221252441,6.231750011444092,6.017749786376953,6.071249961853027,310976000,NVDA
2020-01-29,6.111542224884033,6.138500213623047,6.2210001945495605,6.098499774932861,6.184750080108643,258848000,NVDA
2020-01-30,6.11826229095459,6.145249843597412,6.158750057220459,5.985000133514404,6.040249824523926,290504000,NVDA
2020-01-31,5.884792327880859,5.910749912261963,6.111249923706055,5.868750095367432,6.099249839782715,370420000,NVDA
2020-02-03,5.981863021850586,6.0082502365112305,6.027750015258789,5.886250019073486,5.892499923706055,255564000,NVDA
2020-02-04,6.15111780166626,6.178249835968018,6.197500228881836,6.100500106811523,6.150750160217285,271544000,NVDA
2020-02-05,6.241467475891113,6.269000053405762,6.309999942779541,6.1852498054504395,6.299749851226807,208220000,NVDA
2020-02-06,6.328335285186768,6.356249809265137,6.356249809265137,6.2220001220703125,6.303500175476074,218284000,NVDA
2020-02-07,6.262127876281738,6.289750099182129,6.338250160217285,6.264249801635742,6.315999984741211,189752000,NVDA
2020-02-10,6.5453782081604,6.574250221252441,6.574999809265137,6.307499885559082,6.3125,529608000,NVDA
2020-02-11,6.667837619781494,6.697249889373779,6.8125,6.6207499504089355,6.683000087738037,638556000,NVDA
2020-02-12,6.783576965332031,6.813499927520752,6.820000171661377,6.711249828338623,6.750249862670898,374644000,NVDA
2020-02-13,6.739770889282227,6.769499778747559,6.836999893188477,6.727749824523926,6.755249977111816,528016000,NVDA
2020-02-14,7.2129340171813965,7.244750022888184,7.3742499351501465,7.150000095367432,7.18149995803833,1041924000,NVDA
2020-02-18,7.381689548492432,7.414249897003174,7.432750225067139,7.121500015258789,7.140999794006348,620164000,NVDA
2020-02-19,7.832948684692383,7.867499828338623,7.885250091552734,7.53725004196167,7.53725004196167,694332000,NVDA
2020-02-20,7.683608055114746,7.71750020980835,7.9079999923706055,7.408750057220459,7.819250106811523,810052000,NVDA
2020-02-21,7.31946325302124,7.351749897003174,7.630000114440918,7.266499996185303,7.604750156402588,768180000,NVDA
2020-02-24,6.801996231079102,6.831999778747559,7.046750068664551,6.699999809265137,6.754749774932861,856916000,NVDA
2020-02-25,6.522480010986328,6.551249980926514,6.969749927520752,6.448999881744385,6.90749979019165,1055496000,NVDA
2020-02-26,6.661864280700684,6.691249847412109,6.886250019073486,6.550000190734863,6.551499843597412,747732000,NVDA
2020-02-27,6.291028022766113,6.315000057220459,6.675000190734863,6.222249984741211,6.372499942779541,906416000,NVDA
2020-02-28,6.726118564605713,6.7517499923706055,6.811500072479248,6.044750213623047,6.061500072479248,1133252000,NVDA
2020-03-02,6.884515762329102,6.910749912261963,6.9397501945495605,6.525000095367432,6.922500133514404,890744000,NVDA
2020-03-03,6.622015476226807,6.647250175476074,7.026750087738037,6.561500072479248,6.966750144958496,652792000,NVDA
2020-03-04,7.085750102996826,7.112750053405762,7.122250080108643,6.679999828338623,6.755000114440918,597408000,NVDA
2020-03-05,6.806314468383789,6.832250118255615,7.079999923706055,6.787499904632568,6.912499904632568,540328000,NVDA
2020-03-06,6.625751972198486,6.651000022888184,6.709750175476074,6.449999809265137,6.6519999504089355,515412000,NVDA
2020-03-09,6.112706661224365,6.136000156402588,6.485000133514404,5.954500198364258,5.997499942779541,614160000,NVDA
2020-03-10,6.502222537994385,6.5269999504089355,6.5269999504089355,6.149750232696533,6.41349983215332,580648000,NVDA
2020-03-11,6.138359069824219,6.161749839782715,6.414999961853027,6.0642499923706055,6.386499881744385,499964000,NVDA
2020-03-12,5.387221336364746,5.407750129699707,5.9029998779296875,5.394999980926514,5.636499881744385,816540000,NVDA
2020-03-13,5.998142242431641,6.020999908447266,6.0254998207092285,5.490250110626221,5.762499809265137,634836000,NVDA
2020-03-16,4.891360759735107,4.909999847412109,5.652500152587891,4.849999904632568,5.3102498054504395,726972000,NVDA
2020-03-17,5.411130428314209,5.4317498207092285,5.521500110626221,4.775000095367432,5.022749900817871,833632000,NVDA
2020-03-18,5.051251411437988,5.070499897003174,5.248499870300293,4.517000198364258,5.002500057220459,874268000,NVDA
2020-03-19,5.3040385246276855,5.324250221252441,5.41825008392334,4.834750175476074,5.048999786376953,765512000,NVDA
2020-03-20,5.124224662780762,5.143750190734863,5.757999897003174,5.1282501220703125,5.474999904632568,804636000,NVDA
2020-03-23,5.297065258026123,5.317249774932861,5.4120001792907715,4.9629998207092285,5.142749786376953,643876000,NVDA
2020-03-24,6.20585298538208,6.229499816894531,6.316500186920166,5.701250076293945,5.724999904632568,1101644000,NVDA
2020-03-25,6.117189407348633,6.140500068664551,6.545499801635742,6.0914998054504395,6.34499979019165,793432000,NVDA
2020-03-26,6.40658712387085,6.431000232696533,6.555500030517578,6.25,6.348499774932861,696108000,NVDA
2020-03-27,6.2942657470703125,6.3182501792907715,6.578000068664551,6.2170000076293945,6.25,638828000,NVDA
2020-03-30,6.61454439163208,6.639750003814697,6.64900016784668,6.339749813079834,6.383999824523926,602252000,NVDA
2020-03-31,6.564984321594238,6.590000152587891,6.885000228881836,6.443749904632568,6.679999828338623,949960000,NVDA
2020-04-01,6.053680896759033,6.076749801635742,6.538249969482422,6.0320000648498535,6.391250133514404,656912000,NVDA
2020-04-02,6.362504959106445,6.386750221252441,6.400000095367432,6.057750225067139,6.105999946594238,675764000,NVDA
2020-04-03,6.074601650238037,6.097750186920166,6.390749931335449,5.959750175476074,6.348999977111816,663212000,NVDA
2020-04-06,6.68452787399292,6.710000038146973,6.747000217437744,6.323249816894531,6.38100004196167,727884000,NVDA
2020-04-07,6.451167106628418,6.475749969482422,6.956250190734863,6.432499885559082,6.932499885559082,784520000,NVDA
2020-04-08,6.648415565490723,6.673749923706055,6.698750019073486,6.514999866485596,6.585249900817871,542444000,NVDA
2020-04-09,6.548795223236084,6.573750019073486,6.822999954223633,6.510499954223633,6.800000190734863,525564000,NVDA
2020-04-13,6.720639705657959,6.746250152587891,6.755000114440918,6.425000190734863,6.513750076293945,398408000,NVDA
2020-04-14,7.071801662445068,7.098750114440918,7.132999897003174,6.847249984741211,6.875,530948000,NVDA
2020-04-15,6.9943461418151855,7.020999908447266,7.104249954223633,6.884500026702881,6.929999828338623,366148000,NVDA
2020-04-16,7.339531898498535,7.367499828338623,7.474999904632568,7.163750171661377,7.177000045776367,745620000,NVDA
2020-04-17,7.280256748199463,7.308000087738037,7.471499919891357,7.173500061035156,7.449999809265137,539120000,NVDA
2020-04-20,7.149007797241211,7.176249980926514,7.337500095367432,7.131750106811523,7.181000232696533,449388000,NVDA
2020-04-21,6.712172985076904,6.737750053405762,7.1192498207092285,6.677750110626221,7.057750225067139,735160000,NVDA
2020-04-22,7.126593112945557,7.153749942779541,7.196750164031982,6.885000228881836,6.930749893188477,483356000,NVDA
2020-04-23,7.073296546936035,7.100249767303467,7.328499794006348,7.074999809265137,7.196000099182129,424160000,NVDA
2020-04-24,7.212266445159912,7.239749908447266,7.2417497634887695,7.014999866485596,7.090000152587891,352328000,NVDA
2020-04-27,7.398806095123291,7.427000045776367,7.587500095367432,7.349999904632568,7.374750137329102,479388000,NVDA
2020-04-28,7.256348609924316,7.283999919891357,7.605000019073486,7.278500080108643,7.574999809265137,442904000,NVDA
2020-04-29,7.433174133300781,7.46150016784668,7.514500141143799,7.34375,7.419250011444092,379160000,NVDA
2020-04-30,7.279262065887451,7.307000160217285,7.46150016784668,7.293000221252441,7.407249927520752,375916000,NVDA
2020-05-01,7.042664051055908,7.069499969482422,7.222499847412109,7.020999908447266,7.108749866485596,342096000,NVDA
2020-05-04,7.2546067237854,7.282249927520752,7.296000003814697,7.021999835968018,7.021999835968018,317556000,NVDA
2020-05-05,7.315622806549072,7.343500137329102,7.506750106811523,7.282249927520752,7.386750221252441,368896000,NVDA
2020-05-06,7.416489124298096,7.44474983215332,7.550000190734863,7.385250091552734,7.423250198364258,323464000,NVDA
2020-05-07,7.5928168296813965,7.6217498779296875,7.6852498054504395,7.5329999923706055,7.584499835968018,373732000,NVDA
2020-05-08,7.782842636108398,7.8125,7.818749904632568,7.659749984741211,7.693749904632568,339216000,NVDA
2020-05-11,8.034883499145508,8.065500259399414,8.112500190734863,7.778749942779541,7.807499885559082,469060000,NVDA
2020-05-12,7.772879123687744,7.802499771118164,8.172499656677246,7.792749881744385,8.123499870300293,493060000,NVDA
2020-05-13,7.7504658699035645,7.78000020980835,8.078499794006348,7.594749927520752,7.917500019073486,625852000,NVDA
2020-05-14,8.000015258789062,8.030500411987305,8.03600025177002,7.6875,7.841750144958496,602312000,NVDA
2020-05-15,8.458518028259277,8.490750312805176,8.500499725341797,7.874000072479248,7.889750003814697,987660000,NVDA
2020-05-18,8.717034339904785,8.750249862670898,8.916500091552734,8.680500030517578,8.760499954223633,774460000,NVDA
2020-05-19,8.772075653076172,8.805500030517578,9.087499618530273,8.762749671936035,8.790249824523926,717320000,NVDA
2020-05-20,8.935948371887207,8.970000267028809,9.043000221252441,8.888750076293945,8.991000175476074,587536000,NVDA
2020-05-21,8.741937637329102,8.775250434875488,9.052499771118164,8.737500190734863,9.05150032043457,761068000,NVDA
2020-05-22,8.991985321044922,9.026249885559082,9.093000411987305,8.713250160217285,8.825249671936035,1038764000,NVDA
2020-05-26,8.684654235839844,8.71774959564209,9.181750297546387,8.67199993133545,9.156749725341797,770780000,NVDA
2020-05-27,8.492890357971191,8.525250434875488,8.632749557495117,7.9967498779296875,8.625,1175892000,NVDA
2020-05-28,8.454781532287598,8.487000465393066,8.760499954223633,8.379249572753906,8.412249565124512,734896000,NVDA
2020-05-29,8.841808319091797,8.875499725341797,8.875499725341797,8.484999656677246,8.554499626159668,745256000,NVDA
2020-06-01,8.772820472717285,8.806249618530273,8.840749740600586,8.689499855041504,8.833250045776367,389876000,NVDA
2020-06-02,8.791748046875,8.825249671936035,8.837249755859375,8.657999992370605,8.796250343322754,391320000,NVDA
